timestamp,gt_x,gt_y,gt_theta,odom_x,odom_y,odom_theta,,odom_error_x,odom_error_y,odom_error_pos,odom_error_theta
51.26,1.16024957478945,2.02712154026351,-2.6434692630684,1.02338566428331,1.94177172198728,-2.42778788646456,,0.136863910506145,0.0853498182762278,0.161295757783083,0.215681376603841
51.28,1.16007625590903,2.02743772868682,-2.63652433017486,1.02338566435156,1.9417717220464,-2.41617325657446,,0.136690591557467,0.0856660066404182,0.161316404974964,0.2203510736004
51.3,1.15990395602239,2.02774698741406,-2.62970571063989,1.02338566442138,1.94177172210831,-2.40448129366594,,0.136518291601003,0.0859752653057553,0.161335024672423,0.225224416973955
51.32,1.15973197319624,2.02805081789952,-2.6229812425737,1.02338566442138,1.94177172210831,-2.40448129366594,,0.136346308774853,0.0862790957912158,0.161351784269891,0.218499948907767
51.34,1.15956113919975,2.0283479802889,-2.61637929673261,1.02338566448378,1.94177172216496,-2.3941824053461,,0.136175474715962,0.0865762581239471,0.161366689204625,0.222196891386505
51.36,1.15939168051798,2.02863833767083,-2.60990404543145,1.02338566454781,1.94177172222429,-2.3837849231633,,0.136006015970172,0.0868666154465336,0.161379816765339,0.226119122268154
51.38,1.15922303845911,2.02892307618015,-2.60353006036064,1.02338566459154,1.94177172226567,-2.37677216832823,,0.135837373867571,0.0871513539144777,0.161391296631401,0.226757892032412
51.4,1.15905626691289,2.0292006475684,-2.59729308570299,1.02338566461108,1.94177172228443,-2.37059917139,,0.135670602301808,0.0874289252839717,0.16140114406424,0.22669391431299
51.42,1.15889137429324,2.02947129257855,-2.59118898704871,1.02338566463591,1.94177172230855,-2.36284313837478,,0.135505709657328,0.0876995702700008,0.161409454417264,0.228345848673924
51.44,1.15872698013547,2.02973747147286,-2.58516323317924,1.02338566463591,1.94177172230855,-2.36284313837478,,0.135341315499563,0.0879657491643111,0.161416370629471,0.222320094804461
51.46,1.15856361857871,2.02999847400316,-2.57923265071509,1.02338566466483,1.94177172233709,-2.35390338680004,,0.13517795391388,0.0882267516660742,0.161421928293185,0.225329263915047
51.48,1.15840140538424,2.03025428203801,-2.57339850980977,1.02338566472854,1.94177172240109,-2.34416549372089,,0.135015740655699,0.0884825596369183,0.161426186180272,0.22923301608888
51.5,1.1582394185039,2.03050648393317,-2.56762526362737,1.02338566478321,1.94177172245709,-2.33591878959328,,0.134853753720696,0.0887347614760807,0.161429219123364,0.231706474034097
51.52,1.15807894035974,2.0307532194845,-2.5619562158477,1.02338566478321,1.94177172245709,-2.33591878959328,,0.134693275576534,0.0889814970274154,0.161431054319719,0.226037426254423
51.54,1.15792015214914,2.03099438161498,-2.5563948158333,1.02338566483741,1.94177172251354,-2.32786520684875,,0.134534487311728,0.089222659101444,0.161431753918992,0.22852960898454
51.56,1.15776290306489,2.03123036280024,-2.55093298005322,1.02338566488909,1.94177172256824,-2.32028206789952,,0.134377238175791,0.0894586402320017,0.161431380009935,0.230650912153698
51.58,1.15760719393343,2.03146131268748,-2.54556815552604,1.02338566493421,1.94177172261671,-2.31375066509341,,0.134221528999224,0.089689590070767,0.161429989202601,0.23181749043263
51.6,1.15745298655806,2.0316874302615,-2.54029659845253,1.02338566496882,1.9417717226544,-2.30386617356086,,0.134067321589235,0.0899157076071069,0.161427634538198,0.236430424891674
51.62,1.15729928801066,2.03191028197848,-2.53508245959094,1.02338566496882,1.9417717226544,-2.30386617356086,,0.133913623041839,0.0901385593240864,0.161424342381234,0.231216286030082
51.64,1.15714655521557,2.03212929718631,-2.52993964200659,1.02338566499803,1.94177172268683,-2.29561679940099,,0.133760890217542,0.0903575744994749,0.161420156799631,0.234322842605592
51.66,1.1569953075382,2.03234384166448,-2.52488375170843,1.02338566499803,1.94177172268683,-2.29561679940099,,0.133609642540174,0.0905721189776452,0.161415133478289,0.229266952307434
51.68,1.15684545086723,2.03255416435734,-2.51990969580519,1.02338566506788,1.9417717227657,-2.28590938431988,,0.133459785799356,0.0907824415916374,0.161409312392281,0.234000311485303
51.7,1.15669707789135,2.03276024527042,-2.51501870072194,1.02338566513103,1.94177172283842,-2.27726011165654,,0.133311412760312,0.0909885224319959,0.161402738472766,0.237758589065405
51.72,1.1565492644753,2.03296345598523,-2.5101788093754,1.02338566513103,1.94177172283842,-2.27726011165654,,0.133163599344264,0.0911917331468028,0.16139540385227,0.232918697718862
51.74,1.15640394891398,2.03316123575525,-2.50545175630243,1.02338566518379,1.94177172290024,-2.26779633058211,,0.133018283730193,0.0913895128550024,0.161387443335597,0.237655425720321
51.76,1.1562593169539,2.03335615750434,-2.50077680843329,1.02338566518379,1.94177172290024,-2.26779633058211,,0.132873651770107,0.0915844346040946,0.161378796613667,0.232980477851178
51.78,1.1561165164521,2.03354675916686,-2.49618965318079,1.02338566522147,1.94177172294525,-2.26114124165633,,0.132730851230633,0.0917750362216103,0.161369563864709,0.235048411524458
51.8,1.15597614765885,2.03373235428261,-2.49170770768946,1.02338566527035,1.94177172300443,-2.25268141170264,,0.1325904823885,0.0919606312781822,0.161359826862503,0.239026295986817
51.82,1.1558359863142,2.03391596480034,-2.48725861516225,1.02338566527035,1.94177172300443,-2.25268141170264,,0.132450321043857,0.0921442417959091,0.161349461854584,0.234577203459606
51.84,1.15569778790951,2.03409535895233,-2.48289697279268,1.0233856653173,1.94177172306227,-2.24467199309808,,0.132312122592208,0.0923236358900643,0.161338623797331,0.238224979694594
51.86,1.1555612504676,2.03427102016592,-2.47861177154633,1.02338566536426,1.94177172312107,-2.23876760223568,,0.132175585103343,0.0924992970448484,0.161327323324978,0.239844169310656
51.88,1.15542642373122,2.03444296771549,-2.47440322747647,1.02338566539642,1.94177172316184,-2.233469083688,,0.132040758334805,0.0926712445536526,0.161315595739387,0.240934143788469
51.9,1.1552939808179,2.03461043469562,-2.47029088989621,1.02338566539642,1.94177172316184,-2.233469083688,,0.13190831542148,0.0928387115337883,0.161303533862674,0.236821806208208
51.92,1.15516297011577,2.03477470826755,-2.46624387366598,1.02338566543253,1.94177172320811,-2.22760360104223,,0.131777304683241,0.0930029850594445,0.161291082393129,0.238640272623751
51.94,1.15503358296465,2.0349356169356,-2.46226699278722,1.02338566547388,1.94177172326174,-2.22097598086944,,0.131647917490763,0.0931638936738526,0.16127828515993,0.241291011917781
51.96,1.15490528664412,2.03509388420209,-2.45834289454409,1.0233856655085,1.94177172330727,-2.21687332192147,,0.131519621135619,0.0933221608948236,0.16126511233908,0.241469572622614
51.98,1.15477918708165,2.03524821248748,-2.4545043471145,1.02338566556106,1.94177172337696,-2.21075130342202,,0.131393521520594,0.0934764891105193,0.161251702360043,0.243753043692481
52,1.15465431141595,2.03539985922568,-2.45072068274386,1.02338566556106,1.94177172337696,-2.21075130342202,,0.131268645854895,0.0936281358487176,0.161237976938076,0.239969379321836
52.02,1.15453080080643,2.03554870544562,-2.44699534447201,1.02338566562037,1.94177172345664,-2.20391644977142,,0.131145135186059,0.0937769819889851,0.161223971027674,0.243078894700598
52.04,1.15440839373497,2.03569511548817,-2.44331966355871,1.02338566562037,1.94177172345664,-2.20391644977142,,0.131022728114592,0.0939233920315285,0.161209673572334,0.239403213787295
52.06,1.15428710683265,2.03583911370108,-2.43969343595699,1.02338566566445,1.9417717235167,-2.19724224252887,,0.130901441168194,0.0940673901843818,0.16119510289091,0.24245119342812
52.08,1.15416780037404,2.03597973269858,-2.43614153956452,1.02338566571607,1.94177172358802,-2.18957573466063,,0.130782134657971,0.0942080091105519,0.161180382572661,0.246565804903893
